Running on node: odo02
Python3 executable path: /gpfs/wolf2/olcf/trn040/scratch/kmn3/envs/hf-transformers1/bin/python3
Current working directory: /gpfs/wolf2/olcf/trn040/scratch/kmn3
(22615, 2)
{'question': 'what are the signs and symptoms of CBB disease?', 'answers': 'The disease causes wilting, yellowing of the leaves, and rotting of the stems and roots'}
trainable params: 3,407,872 || all params: 8,033,669,120 || trainable%: 0.0424
{'loss': 1.8992, 'grad_norm': 28.421772003173828, 'learning_rate': 4e-05, 'num_tokens': 89890.0, 'mean_token_accuracy': 0.5658881697058677, 'epoch': 0.34}
{'loss': 1.9253, 'grad_norm': 19.20697593688965, 'learning_rate': 4e-05, 'num_tokens': 90451.0, 'mean_token_accuracy': 0.5220051163434982, 'epoch': 0.34}
{'loss': 1.8701, 'grad_norm': 83.59436798095703, 'learning_rate': 4e-05, 'num_tokens': 90989.0, 'mean_token_accuracy': 0.5247854720056057, 'epoch': 0.34}
{'loss': 2.0178, 'grad_norm': 25.952594757080078, 'learning_rate': 4e-05, 'num_tokens': 91594.0, 'mean_token_accuracy': 0.515552071928978, 'epoch': 0.34}
{'loss': 1.751, 'grad_norm': 23.00336265563965, 'learning_rate': 4e-05, 'num_tokens': 92202.0, 'mean_token_accuracy': 0.5534102717041969, 'epoch': 0.34}
{'loss': 1.8269, 'grad_norm': 36.47160339355469, 'learning_rate': 4e-05, 'num_tokens': 92767.0, 'mean_token_accuracy': 0.5654070450365544, 'epoch': 0.35}
{'loss': 1.8071, 'grad_norm': 27.566232681274414, 'learning_rate': 4e-05, 'num_tokens': 93384.0, 'mean_token_accuracy': 0.5768805813789367, 'epoch': 0.35}
{'loss': 1.7061, 'grad_norm': 19.212066650390625, 'learning_rate': 4e-05, 'num_tokens': 93970.0, 'mean_token_accuracy': 0.5683127149939537, 'epoch': 0.35}
{'loss': 1.817, 'grad_norm': 24.722667694091797, 'learning_rate': 4e-05, 'num_tokens': 94558.0, 'mean_token_accuracy': 0.5583181151747704, 'epoch': 0.35}
{'loss': 1.7802, 'grad_norm': 20.948230743408203, 'learning_rate': 4e-05, 'num_tokens': 95148.0, 'mean_token_accuracy': 0.5765887543559074, 'epoch': 0.36}
{'loss': 1.6687, 'grad_norm': 27.8299503326416, 'learning_rate': 4e-05, 'num_tokens': 95719.0, 'mean_token_accuracy': 0.57622243642807, 'epoch': 0.36}
{'loss': 1.8582, 'grad_norm': 24.276033401489258, 'learning_rate': 4e-05, 'num_tokens': 96288.0, 'mean_token_accuracy': 0.5464555326104165, 'epoch': 0.36}
{'loss': 1.6583, 'grad_norm': 19.983959197998047, 'learning_rate': 4e-05, 'num_tokens': 96876.0, 'mean_token_accuracy': 0.6151063239574432, 'epoch': 0.36}
{'loss': 1.6565, 'grad_norm': 17.740537643432617, 'learning_rate': 4e-05, 'num_tokens': 97484.0, 'mean_token_accuracy': 0.5846150997281074, 'epoch': 0.36}
{'loss': 1.8465, 'grad_norm': 30.01798439025879, 'learning_rate': 4e-05, 'num_tokens': 98132.0, 'mean_token_accuracy': 0.5495617973804474, 'epoch': 0.37}
{'loss': 1.6911, 'grad_norm': 14.097480773925781, 'learning_rate': 4e-05, 'num_tokens': 98723.0, 'mean_token_accuracy': 0.5816029033064842, 'epoch': 0.37}
{'loss': 1.612, 'grad_norm': 18.89357566833496, 'learning_rate': 4e-05, 'num_tokens': 99351.0, 'mean_token_accuracy': 0.5935325026512146, 'epoch': 0.37}
{'loss': 1.9674, 'grad_norm': 31.532934188842773, 'learning_rate': 4e-05, 'num_tokens': 99956.0, 'mean_token_accuracy': 0.5401740297675133, 'epoch': 0.37}
{'loss': 1.6385, 'grad_norm': 30.318164825439453, 'learning_rate': 4e-05, 'num_tokens': 100543.0, 'mean_token_accuracy': 0.6031542652845383, 'epoch': 0.38}
{'loss': 1.7147, 'grad_norm': 29.211040496826172, 'learning_rate': 4e-05, 'num_tokens': 101105.0, 'mean_token_accuracy': 0.5610361333191395, 'epoch': 0.38}
{'loss': 1.8856, 'grad_norm': 84.6303939819336, 'learning_rate': 4e-05, 'num_tokens': 101678.0, 'mean_token_accuracy': 0.5590036204457283, 'epoch': 0.38}
{'loss': 1.8163, 'grad_norm': 25.245359420776367, 'learning_rate': 4e-05, 'num_tokens': 102213.0, 'mean_token_accuracy': 0.5213872911036015, 'epoch': 0.38}
{'loss': 1.8227, 'grad_norm': 21.078266143798828, 'learning_rate': 4e-05, 'num_tokens': 102781.0, 'mean_token_accuracy': 0.5541995403170585, 'epoch': 0.38}
{'loss': 1.6823, 'grad_norm': 30.0133113861084, 'learning_rate': 4e-05, 'num_tokens': 103406.0, 'mean_token_accuracy': 0.585970664024353, 'epoch': 0.39}
{'loss': 1.7522, 'grad_norm': 49.19540786743164, 'learning_rate': 4e-05, 'num_tokens': 104061.0, 'mean_token_accuracy': 0.5870628613233566, 'epoch': 0.39}
{'loss': 1.5825, 'grad_norm': 23.579376220703125, 'learning_rate': 4e-05, 'num_tokens': 104584.0, 'mean_token_accuracy': 0.5910503295063972, 'epoch': 0.39}
{'loss': 1.6824, 'grad_norm': 30.30942726135254, 'learning_rate': 4e-05, 'num_tokens': 105203.0, 'mean_token_accuracy': 0.5618060444295406, 'epoch': 0.39}
{'loss': 1.7004, 'grad_norm': 22.898231506347656, 'learning_rate': 4e-05, 'num_tokens': 105851.0, 'mean_token_accuracy': 0.5862111788988114, 'epoch': 0.4}
{'loss': 1.6268, 'grad_norm': 45.39106369018555, 'learning_rate': 4e-05, 'num_tokens': 106415.0, 'mean_token_accuracy': 0.5988566818833351, 'epoch': 0.4}
{'loss': 1.6562, 'grad_norm': 26.436159133911133, 'learning_rate': 4e-05, 'num_tokens': 106980.0, 'mean_token_accuracy': 0.6144739639759064, 'epoch': 0.4}
{'loss': 1.7302, 'grad_norm': 23.969783782958984, 'learning_rate': 4e-05, 'num_tokens': 107561.0, 'mean_token_accuracy': 0.5851505294442176, 'epoch': 0.4}
{'loss': 1.8377, 'grad_norm': 44.178096771240234, 'learning_rate': 4e-05, 'num_tokens': 108121.0, 'mean_token_accuracy': 0.6161910502612591, 'epoch': 0.4}
{'loss': 1.6915, 'grad_norm': 41.612545013427734, 'learning_rate': 4e-05, 'num_tokens': 108748.0, 'mean_token_accuracy': 0.5763032987713814, 'epoch': 0.41}
{'loss': 1.8415, 'grad_norm': 19.599451065063477, 'learning_rate': 4e-05, 'num_tokens': 109357.0, 'mean_token_accuracy': 0.5816754420101643, 'epoch': 0.41}
{'loss': 1.5692, 'grad_norm': 15.644713401794434, 'learning_rate': 4e-05, 'num_tokens': 109960.0, 'mean_token_accuracy': 0.62364253282547, 'epoch': 0.41}
{'loss': 1.4146, 'grad_norm': 53.54328918457031, 'learning_rate': 4e-05, 'num_tokens': 110564.0, 'mean_token_accuracy': 0.632811749279499, 'epoch': 0.41}
{'loss': 1.741, 'grad_norm': 34.06620788574219, 'learning_rate': 4e-05, 'num_tokens': 111199.0, 'mean_token_accuracy': 0.5866382536292076, 'epoch': 0.42}
{'loss': 1.8249, 'grad_norm': 14.056848526000977, 'learning_rate': 4e-05, 'num_tokens': 111826.0, 'mean_token_accuracy': 0.5490997534990311, 'epoch': 0.42}
{'loss': 1.6921, 'grad_norm': 26.468048095703125, 'learning_rate': 4e-05, 'num_tokens': 112416.0, 'mean_token_accuracy': 0.5890274195373059, 'epoch': 0.42}
{'loss': 1.7137, 'grad_norm': 53.61167907714844, 'learning_rate': 4e-05, 'num_tokens': 112957.0, 'mean_token_accuracy': 0.5360063387453556, 'epoch': 0.42}
{'loss': 1.7347, 'grad_norm': 18.485034942626953, 'learning_rate': 4e-05, 'num_tokens': 113524.0, 'mean_token_accuracy': 0.5868134702742099, 'epoch': 0.42}
{'loss': 1.6292, 'grad_norm': 41.97003173828125, 'learning_rate': 4e-05, 'num_tokens': 114075.0, 'mean_token_accuracy': 0.5678980043530464, 'epoch': 0.43}
{'loss': 1.7027, 'grad_norm': 19.701692581176758, 'learning_rate': 4e-05, 'num_tokens': 114637.0, 'mean_token_accuracy': 0.571757459640503, 'epoch': 0.43}
{'loss': 1.4291, 'grad_norm': 64.2935562133789, 'learning_rate': 4e-05, 'num_tokens': 115186.0, 'mean_token_accuracy': 0.6223276528716087, 'epoch': 0.43}
{'loss': 1.7707, 'grad_norm': 31.501718521118164, 'learning_rate': 4e-05, 'num_tokens': 115850.0, 'mean_token_accuracy': 0.5893968868255616, 'epoch': 0.43}
{'loss': 1.4618, 'grad_norm': 71.41094207763672, 'learning_rate': 4e-05, 'num_tokens': 116475.0, 'mean_token_accuracy': 0.6173667675256729, 'epoch': 0.44}
{'loss': 1.6567, 'grad_norm': 23.040191650390625, 'learning_rate': 4e-05, 'num_tokens': 117121.0, 'mean_token_accuracy': 0.5886933115124703, 'epoch': 0.44}
{'loss': 1.7031, 'grad_norm': 28.635507583618164, 'learning_rate': 4e-05, 'num_tokens': 117713.0, 'mean_token_accuracy': 0.5734504228830337, 'epoch': 0.44}
{'loss': 1.7882, 'grad_norm': 27.40523910522461, 'learning_rate': 4e-05, 'num_tokens': 118289.0, 'mean_token_accuracy': 0.5759465874731541, 'epoch': 0.44}
{'loss': 1.6724, 'grad_norm': 40.04835510253906, 'learning_rate': 4e-05, 'num_tokens': 118868.0, 'mean_token_accuracy': 0.578897336423397, 'epoch': 0.44}
{'loss': 1.5794, 'grad_norm': 31.616275787353516, 'learning_rate': 4e-05, 'num_tokens': 119437.0, 'mean_token_accuracy': 0.5961259642243385, 'epoch': 0.45}
{'loss': 1.4431, 'grad_norm': 23.175947189331055, 'learning_rate': 4e-05, 'num_tokens': 120031.0, 'mean_token_accuracy': 0.6335011857748032, 'epoch': 0.45}
{'loss': 1.6502, 'grad_norm': 22.98456382751465, 'learning_rate': 4e-05, 'num_tokens': 120612.0, 'mean_token_accuracy': 0.6099035742878914, 'epoch': 0.45}
{'loss': 1.663, 'grad_norm': 27.97527503967285, 'learning_rate': 4e-05, 'num_tokens': 121252.0, 'mean_token_accuracy': 0.6049778954684735, 'epoch': 0.45}
{'loss': 1.6582, 'grad_norm': 16.50786590576172, 'learning_rate': 4e-05, 'num_tokens': 121866.0, 'mean_token_accuracy': 0.6166037219762802, 'epoch': 0.46}
{'loss': 1.5857, 'grad_norm': 13.853483200073242, 'learning_rate': 4e-05, 'num_tokens': 122458.0, 'mean_token_accuracy': 0.5760341054201126, 'epoch': 0.46}
{'loss': 1.6165, 'grad_norm': 32.377281188964844, 'learning_rate': 4e-05, 'num_tokens': 123024.0, 'mean_token_accuracy': 0.5999612584710121, 'epoch': 0.46}
{'loss': 1.4769, 'grad_norm': 42.315670013427734, 'learning_rate': 4e-05, 'num_tokens': 123612.0, 'mean_token_accuracy': 0.620146978199482, 'epoch': 0.46}
{'loss': 1.6591, 'grad_norm': 21.889230728149414, 'learning_rate': 4e-05, 'num_tokens': 124193.0, 'mean_token_accuracy': 0.5920814928412438, 'epoch': 0.46}
{'loss': 1.5931, 'grad_norm': 30.677473068237305, 'learning_rate': 4e-05, 'num_tokens': 124808.0, 'mean_token_accuracy': 0.5688027685880661, 'epoch': 0.47}
{'loss': 1.5824, 'grad_norm': 25.758771896362305, 'learning_rate': 4e-05, 'num_tokens': 125390.0, 'mean_token_accuracy': 0.6009102655947208, 'epoch': 0.47}
{'loss': 1.7254, 'grad_norm': 32.25095748901367, 'learning_rate': 4e-05, 'num_tokens': 125995.0, 'mean_token_accuracy': 0.5861292880773544, 'epoch': 0.47}
{'loss': 1.522, 'grad_norm': 29.585832595825195, 'learning_rate': 4e-05, 'num_tokens': 126604.0, 'mean_token_accuracy': 0.6323855856060981, 'epoch': 0.47}
{'loss': 1.8658, 'grad_norm': 13.306411743164062, 'learning_rate': 4e-05, 'num_tokens': 127188.0, 'mean_token_accuracy': 0.5385450020432472, 'epoch': 0.48}
{'loss': 1.4146, 'grad_norm': 22.149890899658203, 'learning_rate': 4e-05, 'num_tokens': 127727.0, 'mean_token_accuracy': 0.6226878201961518, 'epoch': 0.48}
{'loss': 1.6311, 'grad_norm': 11.045626640319824, 'learning_rate': 4e-05, 'num_tokens': 128272.0, 'mean_token_accuracy': 0.6103214624524117, 'epoch': 0.48}
{'loss': 1.7445, 'grad_norm': 25.471397399902344, 'learning_rate': 4e-05, 'num_tokens': 128851.0, 'mean_token_accuracy': 0.5942376616597176, 'epoch': 0.48}
{'loss': 1.7015, 'grad_norm': 36.993080139160156, 'learning_rate': 4e-05, 'num_tokens': 129490.0, 'mean_token_accuracy': 0.5690056903660298, 'epoch': 0.48}
{'loss': 1.4941, 'grad_norm': 23.017902374267578, 'learning_rate': 4e-05, 'num_tokens': 130035.0, 'mean_token_accuracy': 0.6399132120609283, 'epoch': 0.49}
{'loss': 1.4792, 'grad_norm': 15.02579402923584, 'learning_rate': 4e-05, 'num_tokens': 130644.0, 'mean_token_accuracy': 0.6296948474645615, 'epoch': 0.49}
{'loss': 1.5463, 'grad_norm': 115.6788330078125, 'learning_rate': 4e-05, 'num_tokens': 131268.0, 'mean_token_accuracy': 0.6156314533948898, 'epoch': 0.49}
{'loss': 1.6235, 'grad_norm': 17.034337997436523, 'learning_rate': 4e-05, 'num_tokens': 131928.0, 'mean_token_accuracy': 0.5964527022838593, 'epoch': 0.49}
{'loss': 1.5257, 'grad_norm': 21.94972801208496, 'learning_rate': 4e-05, 'num_tokens': 132500.0, 'mean_token_accuracy': 0.6082538837194442, 'epoch': 0.5}
{'loss': 1.4829, 'grad_norm': 16.511362075805664, 'learning_rate': 4e-05, 'num_tokens': 133084.0, 'mean_token_accuracy': 0.6130849778652191, 'epoch': 0.5}
{'loss': 1.8005, 'grad_norm': 9.665411949157715, 'learning_rate': 4e-05, 'num_tokens': 133747.0, 'mean_token_accuracy': 0.5770737367868424, 'epoch': 0.5}
{'loss': 1.3513, 'grad_norm': 26.39299774169922, 'learning_rate': 4e-05, 'num_tokens': 134355.0, 'mean_token_accuracy': 0.6700613659620285, 'epoch': 0.5}
{'loss': 1.7062, 'grad_norm': 22.16330909729004, 'learning_rate': 4e-05, 'num_tokens': 134956.0, 'mean_token_accuracy': 0.5813703781366348, 'epoch': 0.5}
{'loss': 1.6197, 'grad_norm': 28.45629119873047, 'learning_rate': 4e-05, 'num_tokens': 135525.0, 'mean_token_accuracy': 0.619856239259243, 'epoch': 0.51}
{'loss': 1.5806, 'grad_norm': 28.2250919342041, 'learning_rate': 4e-05, 'num_tokens': 136155.0, 'mean_token_accuracy': 0.631709651350975, 'epoch': 0.51}
{'loss': 1.604, 'grad_norm': 22.52829933166504, 'learning_rate': 4e-05, 'num_tokens': 136808.0, 'mean_token_accuracy': 0.5698777642846108, 'epoch': 0.51}
{'loss': 1.4756, 'grad_norm': 22.240306854248047, 'learning_rate': 4e-05, 'num_tokens': 137441.0, 'mean_token_accuracy': 0.6440038084983826, 'epoch': 0.51}
{'loss': 1.5197, 'grad_norm': 17.757631301879883, 'learning_rate': 4e-05, 'num_tokens': 138011.0, 'mean_token_accuracy': 0.6166074432432651, 'epoch': 0.52}
{'loss': 1.553, 'grad_norm': 14.916172981262207, 'learning_rate': 4e-05, 'num_tokens': 138633.0, 'mean_token_accuracy': 0.5980297407507896, 'epoch': 0.52}
{'loss': 1.4643, 'grad_norm': 36.066463470458984, 'learning_rate': 4e-05, 'num_tokens': 139198.0, 'mean_token_accuracy': 0.6224758636951446, 'epoch': 0.52}
{'loss': 1.5423, 'grad_norm': 24.377235412597656, 'learning_rate': 4e-05, 'num_tokens': 139794.0, 'mean_token_accuracy': 0.6032485291361809, 'epoch': 0.52}
{'loss': 1.371, 'grad_norm': 25.549331665039062, 'learning_rate': 4e-05, 'num_tokens': 140367.0, 'mean_token_accuracy': 0.6565919816493988, 'epoch': 0.52}
{'loss': 1.4648, 'grad_norm': 22.280847549438477, 'learning_rate': 4e-05, 'num_tokens': 140993.0, 'mean_token_accuracy': 0.6564030933380127, 'epoch': 0.53}
{'loss': 1.3898, 'grad_norm': 35.0027961730957, 'learning_rate': 4e-05, 'num_tokens': 141620.0, 'mean_token_accuracy': 0.6339161005616188, 'epoch': 0.53}
{'loss': 1.6621, 'grad_norm': 26.8577880859375, 'learning_rate': 4e-05, 'num_tokens': 142254.0, 'mean_token_accuracy': 0.5964265090227127, 'epoch': 0.53}
{'loss': 1.5175, 'grad_norm': 40.5866584777832, 'learning_rate': 4e-05, 'num_tokens': 142955.0, 'mean_token_accuracy': 0.6253158718347549, 'epoch': 0.53}
{'loss': 1.3976, 'grad_norm': 24.916820526123047, 'learning_rate': 4e-05, 'num_tokens': 143491.0, 'mean_token_accuracy': 0.6392791059613228, 'epoch': 0.54}
{'loss': 1.4997, 'grad_norm': 19.580371856689453, 'learning_rate': 4e-05, 'num_tokens': 144101.0, 'mean_token_accuracy': 0.6041609916090965, 'epoch': 0.54}
{'loss': 1.5498, 'grad_norm': 29.649188995361328, 'learning_rate': 4e-05, 'num_tokens': 144645.0, 'mean_token_accuracy': 0.5996913075447082, 'epoch': 0.54}
{'loss': 1.6055, 'grad_norm': 149.39602661132812, 'learning_rate': 4e-05, 'num_tokens': 145204.0, 'mean_token_accuracy': 0.5851923421025276, 'epoch': 0.54}
{'loss': 1.6358, 'grad_norm': 25.63094139099121, 'learning_rate': 4e-05, 'num_tokens': 145732.0, 'mean_token_accuracy': 0.5990974944829941, 'epoch': 0.54}
{'loss': 1.7487, 'grad_norm': 21.4577693939209, 'learning_rate': 4e-05, 'num_tokens': 146356.0, 'mean_token_accuracy': 0.5890214866399766, 'epoch': 0.55}
{'loss': 1.564, 'grad_norm': 49.96897888183594, 'learning_rate': 4e-05, 'num_tokens': 147029.0, 'mean_token_accuracy': 0.6275699561834336, 'epoch': 0.55}
{'loss': 1.4281, 'grad_norm': 59.141876220703125, 'learning_rate': 4e-05, 'num_tokens': 147611.0, 'mean_token_accuracy': 0.6769873350858688, 'epoch': 0.55}
{'loss': 1.5065, 'grad_norm': 14.248833656311035, 'learning_rate': 4e-05, 'num_tokens': 148206.0, 'mean_token_accuracy': 0.6262089627981186, 'epoch': 0.55}
{'loss': 1.6239, 'grad_norm': 15.4141206741333, 'learning_rate': 4e-05, 'num_tokens': 148828.0, 'mean_token_accuracy': 0.6098572489619255, 'epoch': 0.55}
{'loss': 1.5297, 'grad_norm': 34.21110153198242, 'learning_rate': 4e-05, 'num_tokens': 149475.0, 'mean_token_accuracy': 0.6280510476231576, 'epoch': 0.56}
{'loss': 1.5331, 'grad_norm': 12.880162239074707, 'learning_rate': 4e-05, 'num_tokens': 150057.0, 'mean_token_accuracy': 0.6311238306760788, 'epoch': 0.56}
{'loss': 1.4326, 'grad_norm': 24.573190689086914, 'learning_rate': 4e-05, 'num_tokens': 150625.0, 'mean_token_accuracy': 0.6311633142828942, 'epoch': 0.56}
{'loss': 1.5345, 'grad_norm': 19.00217056274414, 'learning_rate': 4e-05, 'num_tokens': 151230.0, 'mean_token_accuracy': 0.6050716531276703, 'epoch': 0.56}
{'loss': 1.4732, 'grad_norm': 25.25911521911621, 'learning_rate': 4e-05, 'num_tokens': 151839.0, 'mean_token_accuracy': 0.6174398374557495, 'epoch': 0.57}
{'loss': 1.5846, 'grad_norm': 13.837359428405762, 'learning_rate': 4e-05, 'num_tokens': 152435.0, 'mean_token_accuracy': 0.6345347419381142, 'epoch': 0.57}
{'loss': 1.4981, 'grad_norm': 21.017545700073242, 'learning_rate': 4e-05, 'num_tokens': 152980.0, 'mean_token_accuracy': 0.6126835492253303, 'epoch': 0.57}
{'loss': 1.6109, 'grad_norm': 23.04709243774414, 'learning_rate': 4e-05, 'num_tokens': 153563.0, 'mean_token_accuracy': 0.6166828809678555, 'epoch': 0.57}
{'loss': 1.542, 'grad_norm': 24.49884605407715, 'learning_rate': 4e-05, 'num_tokens': 154145.0, 'mean_token_accuracy': 0.6145460298657417, 'epoch': 0.57}
{'loss': 1.5504, 'grad_norm': 21.347431182861328, 'learning_rate': 4e-05, 'num_tokens': 154739.0, 'mean_token_accuracy': 0.6339671799540519, 'epoch': 0.58}
{'loss': 1.5434, 'grad_norm': 22.459083557128906, 'learning_rate': 4e-05, 'num_tokens': 155287.0, 'mean_token_accuracy': 0.6400756222009659, 'epoch': 0.58}
{'loss': 1.3988, 'grad_norm': 15.773702621459961, 'learning_rate': 4e-05, 'num_tokens': 155908.0, 'mean_token_accuracy': 0.656982918381691, 'epoch': 0.58}
{'loss': 1.3265, 'grad_norm': 29.334245681762695, 'learning_rate': 4e-05, 'num_tokens': 156601.0, 'mean_token_accuracy': 0.6661595088243485, 'epoch': 0.58}
{'loss': 1.6533, 'grad_norm': 25.821590423583984, 'learning_rate': 4e-05, 'num_tokens': 157166.0, 'mean_token_accuracy': 0.5814242172241211, 'epoch': 0.59}
{'loss': 1.4092, 'grad_norm': 17.708026885986328, 'learning_rate': 4e-05, 'num_tokens': 157768.0, 'mean_token_accuracy': 0.6576536473631859, 'epoch': 0.59}
{'loss': 1.4613, 'grad_norm': 22.216257095336914, 'learning_rate': 4e-05, 'num_tokens': 158343.0, 'mean_token_accuracy': 0.6365741044282913, 'epoch': 0.59}
{'loss': 1.3616, 'grad_norm': 28.223220825195312, 'learning_rate': 4e-05, 'num_tokens': 158894.0, 'mean_token_accuracy': 0.6334496682882309, 'epoch': 0.59}
{'loss': 1.4408, 'grad_norm': 26.166973114013672, 'learning_rate': 4e-05, 'num_tokens': 159479.0, 'mean_token_accuracy': 0.644945212006569, 'epoch': 0.59}
{'loss': 1.3777, 'grad_norm': 25.871366500854492, 'learning_rate': 4e-05, 'num_tokens': 160113.0, 'mean_token_accuracy': 0.6661223953962326, 'epoch': 0.6}
{'loss': 1.4018, 'grad_norm': 17.72064781188965, 'learning_rate': 4e-05, 'num_tokens': 160707.0, 'mean_token_accuracy': 0.6548898535966873, 'epoch': 0.6}
{'loss': 1.6006, 'grad_norm': 24.263038635253906, 'learning_rate': 4e-05, 'num_tokens': 161373.0, 'mean_token_accuracy': 0.5984786239266395, 'epoch': 0.6}
{'loss': 1.3931, 'grad_norm': 18.481245040893555, 'learning_rate': 4e-05, 'num_tokens': 162025.0, 'mean_token_accuracy': 0.6181434285640717, 'epoch': 0.6}
{'loss': 1.4746, 'grad_norm': 12.515608787536621, 'learning_rate': 4e-05, 'num_tokens': 162591.0, 'mean_token_accuracy': 0.6397282636165619, 'epoch': 0.61}
{'loss': 1.5432, 'grad_norm': 23.345483779907227, 'learning_rate': 4e-05, 'num_tokens': 163197.0, 'mean_token_accuracy': 0.5789370380342007, 'epoch': 0.61}
{'loss': 1.6389, 'grad_norm': 36.25751495361328, 'learning_rate': 4e-05, 'num_tokens': 163756.0, 'mean_token_accuracy': 0.5778530180454254, 'epoch': 0.61}
{'loss': 1.4818, 'grad_norm': 19.251060485839844, 'learning_rate': 4e-05, 'num_tokens': 164353.0, 'mean_token_accuracy': 0.6310967880487443, 'epoch': 0.61}
{'loss': 1.4564, 'grad_norm': 34.54425048828125, 'learning_rate': 4e-05, 'num_tokens': 164889.0, 'mean_token_accuracy': 0.6493874531984329, 'epoch': 0.61}
{'loss': 1.6307, 'grad_norm': 21.46869468688965, 'learning_rate': 4e-05, 'num_tokens': 165520.0, 'mean_token_accuracy': 0.5789638130366802, 'epoch': 0.62}
{'loss': 1.4611, 'grad_norm': 19.250539779663086, 'learning_rate': 4e-05, 'num_tokens': 166132.0, 'mean_token_accuracy': 0.6298194262385368, 'epoch': 0.62}
{'loss': 1.4176, 'grad_norm': 19.584203720092773, 'learning_rate': 4e-05, 'num_tokens': 166690.0, 'mean_token_accuracy': 0.657616348862648, 'epoch': 0.62}
{'loss': 1.6043, 'grad_norm': 27.03826141357422, 'learning_rate': 4e-05, 'num_tokens': 167268.0, 'mean_token_accuracy': 0.6146832898259162, 'epoch': 0.62}
{'loss': 1.277, 'grad_norm': 69.29952239990234, 'learning_rate': 4e-05, 'num_tokens': 167909.0, 'mean_token_accuracy': 0.6704998618364334, 'epoch': 0.63}
{'loss': 1.3977, 'grad_norm': 20.858844757080078, 'learning_rate': 4e-05, 'num_tokens': 168504.0, 'mean_token_accuracy': 0.6456702882051468, 'epoch': 0.63}
{'loss': 1.568, 'grad_norm': 44.03153991699219, 'learning_rate': 4e-05, 'num_tokens': 169121.0, 'mean_token_accuracy': 0.6012111246585846, 'epoch': 0.63}
{'loss': 1.2848, 'grad_norm': 29.499528884887695, 'learning_rate': 4e-05, 'num_tokens': 169731.0, 'mean_token_accuracy': 0.6715327805280685, 'epoch': 0.63}
{'loss': 1.3663, 'grad_norm': 22.874338150024414, 'learning_rate': 4e-05, 'num_tokens': 170303.0, 'mean_token_accuracy': 0.6832524473965168, 'epoch': 0.63}
{'loss': 1.3997, 'grad_norm': 15.081424713134766, 'learning_rate': 4e-05, 'num_tokens': 170947.0, 'mean_token_accuracy': 0.6394095802307129, 'epoch': 0.64}
{'loss': 1.3943, 'grad_norm': 34.640193939208984, 'learning_rate': 4e-05, 'num_tokens': 171515.0, 'mean_token_accuracy': 0.6437228274345398, 'epoch': 0.64}
{'loss': 1.2546, 'grad_norm': 36.21781539916992, 'learning_rate': 4e-05, 'num_tokens': 172114.0, 'mean_token_accuracy': 0.6900260865688324, 'epoch': 0.64}
{'loss': 1.2864, 'grad_norm': 25.342374801635742, 'learning_rate': 4e-05, 'num_tokens': 172707.0, 'mean_token_accuracy': 0.6662982749938965, 'epoch': 0.64}
{'loss': 1.3677, 'grad_norm': 11.812899589538574, 'learning_rate': 4e-05, 'num_tokens': 173320.0, 'mean_token_accuracy': 0.6379312539100647, 'epoch': 0.65}
{'loss': 1.4812, 'grad_norm': 21.278539657592773, 'learning_rate': 4e-05, 'num_tokens': 173912.0, 'mean_token_accuracy': 0.6406938859820366, 'epoch': 0.65}
{'loss': 1.3009, 'grad_norm': 22.0497989654541, 'learning_rate': 4e-05, 'num_tokens': 174536.0, 'mean_token_accuracy': 0.6582471376657486, 'epoch': 0.65}
{'loss': 1.5148, 'grad_norm': 26.075407028198242, 'learning_rate': 4e-05, 'num_tokens': 175089.0, 'mean_token_accuracy': 0.6257306942343712, 'epoch': 0.65}
{'loss': 1.4204, 'grad_norm': 21.152042388916016, 'learning_rate': 4e-05, 'num_tokens': 175661.0, 'mean_token_accuracy': 0.6321073211729527, 'epoch': 0.65}
{'loss': 1.4933, 'grad_norm': 27.71072006225586, 'learning_rate': 4e-05, 'num_tokens': 176284.0, 'mean_token_accuracy': 0.6238258111476899, 'epoch': 0.66}
{'loss': 1.251, 'grad_norm': 13.559185028076172, 'learning_rate': 4e-05, 'num_tokens': 176866.0, 'mean_token_accuracy': 0.6839430099725723, 'epoch': 0.66}
{'loss': 1.3675, 'grad_norm': 16.57658576965332, 'learning_rate': 4e-05, 'num_tokens': 177428.0, 'mean_token_accuracy': 0.6721224600076675, 'epoch': 0.66}
{'loss': 1.3382, 'grad_norm': 14.025930404663086, 'learning_rate': 4e-05, 'num_tokens': 178039.0, 'mean_token_accuracy': 0.6624869561195373, 'epoch': 0.66}
{'loss': 1.429, 'grad_norm': 25.5877685546875, 'learning_rate': 4e-05, 'num_tokens': 178643.0, 'mean_token_accuracy': 0.6763701981306076, 'epoch': 0.67}
{'loss': 1.2306, 'grad_norm': 21.86387062072754, 'learning_rate': 4e-05, 'num_tokens': 179259.0, 'mean_token_accuracy': 0.6835455721616746, 'epoch': 0.67}
{'loss': 1.4532, 'grad_norm': 26.082605361938477, 'learning_rate': 4e-05, 'num_tokens': 179834.0, 'mean_token_accuracy': 0.6325291138887406, 'epoch': 0.67}
{'loss': 1.3565, 'grad_norm': 72.92024993896484, 'learning_rate': 4e-05, 'num_tokens': 180431.0, 'mean_token_accuracy': 0.6741994607448578, 'epoch': 0.67}
